timestamp,hour,month,is_weekend,is_holiday,day_type,state_code,temp_max_today,temp_min_today,humidity,temp_current,is_cold,demand_actual,demand_lag_1,demand_lag_4,demand_lag_96,demand_lag_672,demand_roll_mean_1h,demand_roll_mean_3h,demand_roll_std_3h,demand_roll_max_6h
2025-12-25 00:00:00,0,12,0,0,weekday,0,21.27692122489584,15.404656053359727,70.96170097071015,16.2646293772684,0,5931.74570428973,6333.24469014877,6483.225999573155,5865.371920660557,6025.547714381527,6374.154503980591,6546.5209601649885,156.81707294257686,7108.510968578666
2025-12-25 00:15:00,0,12,0,0,weekday,0,21.27692122489584,15.404656053359727,70.96170097071015,16.2646293772684,0,5838.957601681264,5931.74570428973,6253.627890500581,5751.069905538197,5892.868165114697,6236.284430159734,6477.016214250322,222.05666250743272,7108.510968578666
2025-12-25 00:30:00,0,12,0,0,weekday,0,21.27692122489584,15.404656053359727,70.96170097071015,16.2646293772684,0,5988.835815338679,5838.957601681264,6426.519435699855,5738.835041821787,5963.148499406483,6132.616857954905,6405.38651052942,276.15682385824687,7108.510968578666
2025-12-25 00:45:00,0,12,0,0,weekday,0,21.27692122489584,15.404656053359727,70.96170097071015,16.2646293772684,0,5800.914166477444,5988.835815338679,6333.24469014877,5792.054992607139,5810.505820101025,6023.195952864611,6346.954849844326,284.5120350101267,7108.510968578666
2025-12-25 01:00:00,1,12,0,0,weekday,0,21.27692122489584,15.404656053359727,70.96170097071015,15.798023230973355,0,5740.088884180478,5800.914166477444,5931.74570428973,5466.439449534795,5944.101178576108,5890.113321946779,6271.899355924835,300.7897963026246,7108.510968578666
2025-12-25 01:15:00,1,12,0,0,weekday,0,21.27692122489584,15.404656053359727,70.96170097071015,15.798023230973355,0,6023.335521862951,5740.088884180478,5838.957601681264,5771.583742766084,6012.270619272039,5842.199116919466,6203.42340642434,321.60561426103925,6953.516805727887
2025-12-25 01:30:00,1,12,0,0,weekday,0,21.27692122489584,15.404656053359727,70.96170097071015,15.798023230973355,0,5818.0859824496865,6023.335521862951,5988.835815338679,5699.721722544131,5906.5333932391995,5888.293596964888,6162.750450748413,309.75880720187575,6953.516805727887
2025-12-25 01:45:00,1,12,0,0,weekday,0,21.27692122489584,15.404656053359727,70.96170097071015,15.798023230973355,0,5847.769687115844,5818.0859824496865,5800.914166477444,5784.6399240010605,5969.174594998747,5845.60613874264,6097.306040318536,290.55823412382364,6953.516805727887
2025-12-25 02:00:00,2,12,0,0,weekday,0,21.27692122489584,15.404656053359727,70.96170097071015,15.504702345125514,0,5843.914654086705,5847.769687115844,5740.088884180478,5766.677744777146,5886.713719572789,5857.32001890224,6040.52928160987,263.85465657312216,6953.516805727887
2025-12-25 02:15:00,2,12,0,0,weekday,0,21.27692122489584,15.404656053359727,70.96170097071015,15.504702345125514,0,5885.884754737718,5843.914654086705,6023.335521862951,5733.9669251151445,5937.764988886325,5883.276461378797,5987.253336152666,228.5187656978626,6953.516805727887
2025-12-25 02:30:00,2,12,0,0,weekday,0,21.27692122489584,15.404656053359727,70.96170097071015,15.504702345125514,0,5817.6501536841115,5885.884754737718,5818.0859824496865,5786.578473993268,5904.060067448802,5848.913769597488,5956.608074839095,213.7287343252747,6953.516805727887
2025-12-25 02:45:00,2,12,0,0,weekday,0,21.27692122489584,15.404656053359727,70.96170097071015,15.504702345125514,0,5874.462378375002,5817.6501536841115,5847.769687115844,5756.902331930728,5968.343347002254,5848.804812406095,5905.868968004448,156.69275781729678,6894.806991845036
2025-12-25 03:00:00,3,12,0,0,weekday,0,21.27692122489584,15.404656053359727,70.96170097071015,15.404656053359727,0,5867.710288807158,5874.462378375002,5843.914654086705,5685.235107311818,5959.213220741613,5855.477985220885,5867.637108689967,80.2694830896939,6765.802655265727
2025-12-25 03:15:00,3,12,0,0,weekday,0,21.27692122489584,15.404656053359727,70.96170097071015,15.404656053359727,0,5914.51706197809,5867.710288807158,5885.884754737718,5808.679529773868,6020.970262030987,5861.426893900997,5862.30082406642,77.70776911720803,6701.5800935113575
2025-12-25 03:30:00,3,12,0,0,weekday,0,21.27692122489584,15.404656053359727,70.96170097071015,15.404656053359727,0,5872.567754993962,5914.51706197809,5817.6501536841115,5680.33568766561,5908.29567845489,5868.58497071109,5868.597445757822,78.69927302802536,6701.5800935113575
2025-12-25 03:45:00,3,12,0,0,weekday,0,21.27692122489584,15.404656053359727,70.96170097071015,15.404656053359727,0,5731.361984956796,5872.567754993962,5874.462378375002,5851.717556478053,5901.86947041425,5882.314371038553,5858.908440729097,69.12525347061437,6701.5800935113575
2025-12-25 04:00:00,4,12,0,0,weekday,0,21.27692122489584,15.404656053359727,70.96170097071015,15.504702345125514,0,5887.831044047258,5731.361984956796,5867.710288807158,5848.561214193545,6031.693596905334,5846.539272684001,5853.112425602375,76.90782226385313,6603.4189076082
