timestamp,hour,month,dayofweek,is_night,state_code,wind_speed,wind_gust,air_pressure,curtailment_flag,wind_generation,wind_lag_1,wind_lag_4,wind_lag_96,wind_lag_672,wind_roll_mean_1h,wind_roll_mean_3h,wind_roll_std_3h,wind_roll_max_6h
2025-12-25 00:00:00,0,12,3,1,0,12.45863679588331,12.94131717687732,1001.5331244311731,0,1809.9717311623797,1230.2575917088884,1096.2566038807465,1801.6464284379142,1805.2252904068723,1481.6602011615546,1404.9122664067763,291.65591006335205,1806.016938399046
2025-12-25 00:15:00,0,12,3,1,0,12.441384832734043,14.63406491859495,1000.4051014011767,0,1796.5413560039437,1809.9717311623797,1806.016938399046,1790.4397257264009,1815.8009915488137,1660.0889829819628,1465.0780931206582,294.7855930150011,1809.9717311623797
2025-12-25 00:30:00,0,12,3,1,0,11.819742335500825,14.143687656350476,1001.9863502013551,0,1691.7497156658433,1796.5413560039437,1794.109670657538,1676.1375005160414,1791.5908645971551,1657.720087383187,1521.2658672023852,287.68071087665976,1809.9717311623797
2025-12-25 00:45:00,0,12,3,1,0,12.197559339776994,14.474747383905168,1002.0683960939085,0,1806.980158763856,1691.7497156658433,1230.2575917088884,1808.3643454214073,1796.4492825437148,1632.1300986352637,1556.5974383559185,279.6405633386966,1809.9717311623797
2025-12-25 01:00:00,1,12,3,1,0,12.270631998489659,14.104726619995224,1005.2759910088846,0,1802.164091147261,1806.980158763856,1809.9717311623797,1797.6717426177877,1795.2669533736603,1776.3107403990055,1614.4086690839133,249.76572631368657,1809.9717311623797
2025-12-25 01:15:00,1,12,3,1,0,13.988339771823329,14.937484891857823,999.8841063024261,0,1803.616455330327,1802.164091147261,1796.5413560039437,1788.4278055239301,1816.6048129828698,1774.3588303952258,1648.7927763954833,244.33913355093677,1809.9717311623797
2025-12-25 01:30:00,1,12,3,1,0,13.498384541657632,14.973771787983537,1003.6086114676564,0,1792.1367475245747,1803.616455330327,1691.7497156658433,1781.51557580165,1789.2771383627673,1776.1276052268217,1662.9466261621837,248.2774203429975,1809.9717311623797
2025-12-25 01:45:00,1,12,3,1,0,13.69991056276565,14.47568791157413,997.6653594796604,0,1819.9129245503393,1792.1367475245747,1806.980158763856,1808.9446357854001,1821.2868072907859,1801.2243631915046,1684.5596578033894,247.20249465177665,1809.9717311623797
2025-12-25 02:00:00,2,12,3,1,0,13.463003238425943,14.529995210674908,999.8726063897282,1,1589.8772470119263,1819.9129245503393,1802.164091147261,1787.5197389839632,1796.6162344362938,1804.4575546381252,1687.476165399562,248.6960686779911,1819.9129245503393
2025-12-25 02:15:00,2,12,3,1,0,12.352568937269664,13.297125575288302,1001.3342655665192,0,1813.9520526140745,1589.8772470119263,1803.616455330327,1786.4163238975784,1801.449843045637,1751.3858436042917,1728.611218993827,170.56775451209134,1819.9129245503393
2025-12-25 02:30:00,2,12,3,1,0,12.715287840232136,13.901772612637377,991.4759380811216,0,1794.113575427955,1813.9520526140745,1792.1367475245747,1791.379400763552,1796.7119262934,1753.9697429252287,1729.2724785117462,170.9101606078007,1819.9129245503393
2025-12-25 02:45:00,2,12,3,1,0,13.323624736736752,14.905601681842484,1000.6406610847163,0,1797.0562835537532,1794.113575427955,1819.9129245503393,1804.3010553021152,1813.4670776712119,1754.4639499010736,1729.2728039092808,170.91029527782928,1819.9129245503393
2025-12-25 03:00:00,3,12,3,1,0,12.203700820433989,13.481244845851233,1000.5816306230893,0,1795.380689694129,1797.0562835537532,1589.8772470119263,1819.0937106099877,1785.6291453064346,1748.7497896519271,1776.506028229686,67.50104894834237,1819.9129245503393
2025-12-25 03:15:00,3,12,3,1,0,13.364776563872589,14.6208456862276,1003.3241868464837,0,1792.8157013763298,1795.380689694129,1813.9520526140745,1797.0815402234753,1682.9842263152134,1800.1256503224777,1775.2901081073317,66.97276633221374,1819.9129245503393
